src,mt,labse_score,type,source_file,line_idx,comet_score,llm_decision,llm_reason
"“That’s not funny,” Jerry says, and it’s not funny, not funny, not funny, and it’s not true either, not true, and the silt is shifting, it’s shifting, and it can’t be true because he doesn’t even own a gun, and it’s like he’s been saying—he would feel it.",「這並不好笑。」傑瑞說，這並不好笑，不好笑，不好笑；這並不是真的，不是真的，不是真的。他根本就沒有槍，所以不可能是真的，就像他說的那樣，他能感覺到。,0.8611508012,1:3,aligned_ch9.jsonl,209,0.6353414059,KEEP,Accurate and natural literary translation.
"Jerry keeps rewinding the clock, going further back into the morning, but continually comes to a stop the moment he came to on that woman’s couch.",傑瑞在腦海中撥回指針，他回到了早上，回到在那個女人的沙發上的那一刻，他停了下來。,0.7295640707000001,1:1,aligned_ch19.jsonl,88,0.6354305148,KEEP,Accurate and natural literary translation.
They knew as soon as they walked inside the house they could see themselves living their lives out there.,當他們走進房子，自然就會找到他們在這裏過完一生的印記。,0.6567363143,1:1,aligned_ch12.jsonl,82,0.6365028620000001,KEEP,Accurate literary translation with appropriate imagery.
"It’s funny how she got under your skin so much, but she did, and not only have you helped her with her own garden, but you’ve put her into book number thirteen.",她要是激怒了你就太有趣了，不過她的確把你激怒了。你不僅成全了她的花園，還把她寫進第十三本書。,0.7127509117,1:2,aligned_ch34.jsonl,6,0.6367803216,KEEP,Accurate and natural literary translation.
“He put it there.”,「是他弄上去的。」,0.8430448174,1:1,aligned_ch22.jsonl,123,0.6376055479,KEEP,Accurate and natural literary translation.
She came over on Sunday morning and popped the news. She and What’s His Name got engaged on Saturday night.,她是星期天上午過來的，結婚的消息說得很突然，她說她和那個誰誰誰星期六晚上訂的婚。,0.7195467949000001,2:1,aligned_ch2.jsonl,4,0.6376721859000001,KEEP,Accurate and natural literary translation.
"His friend was switching off again, wasn’t he?",他的朋友腦子關機了，不是嗎？,0.7751005888,1:1,aligned_ch35.jsonl,35,0.638584137,KEEP,Colloquial and contextually appropriate translation.
"Sandra will look after you—that’s what she’s promised, but these are the promises of a woman who has known for only eight hours that the man you are is going to fade away, to be replaced by a stranger.",好吧，夥計，沒有人會知道以後是什麼樣子。桑德拉會照顧你，她答應過的，但這都是女人的承諾，她知道像你這樣的男人生命會逐漸凋零，你的位置最終會被一個陌生人代替。,0.6697919369,1:2,aligned_ch1.jsonl,2,0.638864398,KEEP,Core meaning preserved with appropriate literary translation.
"It was Henry. Henry Cutter, writer of words, destroyer of lives.",亨利·卡特，一名作家，他是生命的毀滅者。,0.77740556,2:1,aligned_ch34.jsonl,50,0.6391226053,KEEP,Core meaning preserved with appropriate literary tone.
“It’s not like I have experience at this kind of thing. This is why in movies the guys doing the holding look like bodybuilders.”,這就是為什麼在電影中做這種事的人看起來像是健美運動員。」,0.697175622,2:1,aligned_ch30.jsonl,44,0.6401803493,KEEP,Accurate and natural literary translation.
You were The Man Goes Burning from your ghostwritten book.,你是你的代筆寫的那本書里的「燃燒的男人」。,0.7940670252,1:1,aligned_ch13.jsonl,33,0.6419408321,KEEP,Accurate and literary translation of the phrase.
He is Henry Cutter.,他是亨利·卡特。,0.8232189417,1:1,aligned_ch15.jsonl,78,0.6420817971,KEEP,Accurate name and title translation.
"You’ve always been a gin-and-tonic guy, ever since we met.”",自從我們認識以來，你一直愛喝加奎寧水的杜松子酒。」,0.6526033878,1:1,aligned_ch32.jsonl,201,0.6422159672000001,KEEP,Accurate and natural literary translation.
"Nurse Hamilton puts a hand on his shoulder. “This isn’t your home anymore,” she says, and she sounds unhappy with the development.",漢密爾頓護士拍拍他的肩頭：「這裏不再是你的家了。」,0.7594333887,2:1,aligned_ch12.jsonl,167,0.6423626542,KEEP,Accurate and natural literary translation.
Should I answer it?”,我要不要接？」,0.7881610394,1:1,aligned_ch19.jsonl,206,0.6424028277,KEEP,Natural and accurate colloquial translation.
"I’m not entirely sure,” he says, which sums up his life these days pretty well, he thinks.",他說。這話很好地總結了他這幾天的生活，他心想。,0.690610528,1:2,aligned_ch18.jsonl,59,0.6424544454000001,KEEP,Accurate and natural literary translation.
His thoughts and memories twisted and decayed.,隨後，他弄丟了自己，思維和記憶逐漸扭曲，殘缺不全。,0.7179590464000001,1:1,aligned_ch0.jsonl,160,0.6425536871,KEEP,Accurate and literary translation of decayed thoughts and memories.
"He decides he doesn’t ever want to read any of his books ever again, because there’s something more than just the memory of coming home and finding the police cars. There’s something else hidden in the darkness—best he stops looking.",他也不想再讀他寫的其他書了，它們不僅會讓他回想起回家時看到街頭警車的畫面，還會勾起黑暗中潛藏著的其他記憶，還是別喚醒這些記憶。,0.7458544374,2:1,aligned_ch4.jsonl,123,0.6427661777,KEEP,Accurate and natural literary translation.
"I wish I could tell Sandra how sorry I am, but what’s done is done, it was done by me, and there’s no going back.",我希望能告訴桑德拉我很抱歉，但覆水難收，是我做的，沒有後悔葯可吃。,0.7372816801000001,1:1,aligned_ch36.jsonl,4,0.6429263353,KEEP,Accurate and natural literary translation.
"Mrs. Smith asks, and the he makes Jerry sound like he didn’t just shoot his wife, but ate her too.",史密斯太太問，那個「他」字在傑瑞聽來彷彿是他不僅開槍打死了妻子，還把她給吃了。,0.8418003321,1:1,aligned_ch12.jsonl,87,0.6433572173000001,KEEP,Accurate and natural literary translation.
"You put the barrel of the gun into your mouth and your teeth scraped against it and you didn’t like that feeling either, so you decided to fire through the side of your head instead, and you were going to do it, then you weren’t, and then you were.",你把槍管放到嘴裏，碰到了牙齒，你不喜歡這種感覺。於是你決定對準太陽穴開槍，你打算這樣做。之後你又不想這樣做了，接著你又想這樣做。,0.7612342834,1:3,aligned_ch27.jsonl,10,0.6434167624,KEEP,Accurate and natural literary translation with appropriate tone.
"She wants you to think you wrote an entry and can’t remember it, for which there seems no motive. Or she found the journal, was reading it, and spilled something on those pages and had to tear them out.",只有可能是桑德拉撕掉的，要麼她覺得你寫了日記，但是不記得了，不過可能性不大；要麼她找到了日記本，閱讀的時候不小心把什麼東西濺在頁面上，只好撕下來。,0.7111335993,2:1,aligned_ch9.jsonl,1,0.6435436606,KEEP,Accurate and natural literary translation with appropriate inference.
"Jerry knows it’s that time of the year when things happen quickly, that back at his house he’d have gone from mowing the lawns once every two months during winter to once a week during summer.",樹木萌發出嫩芽，一片勃勃生機的景象。傑瑞知道，每逢這個時節，萬物都在瘋狂而野蠻地生長。他家裡的草地在冬天時每兩個月才修剪一次，而到了夏天每隔一個星期就要修剪一次。,0.7552865744,1:3,aligned_ch5.jsonl,105,0.6440509558,KEEP,Accurate and appropriate literary translation with contextual enhancement.
"She keeps rubbing her thumb against the pad of her ring finger, where she’s sporting the type of callus he’s seen on guitar players.",她拇指不停地揉擦著無名指，撫弄著老繭，這種老繭他曾在一個吉他手的手上見過。,0.6516810656,1:1,aligned_ch0.jsonl,8,0.6441094875000001,KEEP,Accurate and natural literary translation.
"Probably somebody he met in the bar last night, or somebody he signed a book for.",這人應該是他昨晚在酒吧見過的，要麼就在他書上籤過名。,0.8331671953,1:1,aligned_ch3.jsonl,68,0.6442093849,KEEP,Accurate and natural literary translation.
"Why couldn’t you have sat down then, F.J.?",你為什麼不能坐下來呢？,0.7505037189,1:1,aligned_ch20.jsonl,83,0.6453902125000001,KEEP,Accurate and natural literary translation.
"She’s coming over for dinner tomorrow night. She’ll ask to pass the salt, and you’ll say sure, and by the way I’m dying.",她明天晚上會過來吃飯，她會說勞煩把鹽遞過來，你會說好的，對了，我快要死了。,0.8092138767,2:1,aligned_ch4.jsonl,41,0.6454840302,KEEP,Accurate and natural literary translation.
It’s chicken and ham with tomato. He picks out the tomato and offers it to Hans who shakes his head. He dumps it back into the bag.,他把番茄挑出來，遞給漢斯，漢斯搖搖頭，他便把它放回購物袋裡。,0.7256801128,3:1,aligned_ch22.jsonl,70,0.6455390453000001,KEEP,Accurate and natural literary translation.
"But he thinks Henry was tearing them out because Henry was just as crazy as Jerry, and when you’re the king of Mount Crazy, you do things that don’t make sense.",但是，他認為是亨利撕毀的，因為亨利和傑瑞一樣瘋了，做什麼都是沒有意義的。,0.7586834431,1:1,aligned_ch35.jsonl,173,0.6460478306,KEEP,Core meaning preserved with natural literary translation.
"So she came and saw Jerry while Sandra was at work, and Jerry told her he had no idea what in the hell she was talking about, and she pointed out that Jerry had the same goddamn color spray-paint on his fingers, which Jerry pointed out wasn’t paint, but ink, because he’d written one hundred and ten goddamn names on one hundred and ten goddamn place cards the previous night for the wedding, and he’d been using a felt, so stop accusing him of spray-painting on her wall when, obviously, she was a cunt and everybody in the street knew it, giving everybody in the street a motive.",果真，她就趁著桑德拉去工作的時候來找傑瑞了。傑瑞告訴她，他不知道她到底在說些什麼。她說傑瑞手指上留著與噴漆顏色一樣的漆印，傑瑞說這不是漆印，是墨跡，因為他在伊娃婚禮的前一天晚上在一百一十張該死的請柬上寫了一百一十個該死的名字。他是用簽字筆寫的，所以，請不要再編派他在她的牆上噴漆了。,0.7901701331000001,1:4,aligned_ch10.jsonl,21,0.6461543441,KEEP,Core meaning preserved with appropriate literary translation.
