src,mt,labse_score,type,source_file,line_idx,comet_score
"He uses the towel to wipe down the taps and the basin, then wraps the towel over his hand and uses it to open the wardrobe door in the bedroom. There are only women’s clothes in here, so the guy in the photographs doesn’t live here, but then he finds a jacket that is big enough to fit him that the guy could have left behind, or belongs to an ex-boyfriend, or the father, or even the victim herself.",他用毛巾擦拭水龍頭和水池，又用毛巾裹住手打開卧室的衣櫃門，裏面只有女人的衣服，看來照片中的男人並不住在這裏。,0.6689774990081787,2:1,aligned_ch16.jsonl,36,0.5457077026367188
"But that’s not why I called you,” he says, and he holds up an eight-by-ten envelope.",但我不是為這事叫你的。」他說著，舉起一個信封，「看看這個。」,0.7213143110275269,1:2,aligned_ch32.jsonl,77,0.5457644462585449
I see what you mean about it all seeming convenient.”,我明白你說太容易想起某些事的意思。」,0.731243371963501,1:1,aligned_ch19.jsonl,135,0.5458711385726929
I think it’d be the other way around.”,我覺得裏面肯定有問題。」,0.6771830320358276,1:1,aligned_ch11.jsonl,93,0.546434223651886
"“I used to rip apart houses and put them back together for a living,” Jerry says.",「我以前曾把房子拆掉，然後再砌好，完好如初。輕而易舉得很。」傑瑞說，但所有人一動不動。,0.7262316942214966,1:3,aligned_ch12.jsonl,281,0.5465279221534729
"One thing I can remember clearly from my life of crime (writing) is the amount of people who tell me they want to write a book. It’s one of those professions everybody thinks they can do, and I always wanted to say to a lawyer I’ve been thinking about trying a case or to a surgeon I’ve been thinking about performing a heart transplant, as if their job is no more challenging than mine.",我清楚地記得我的犯罪（創作）生涯，總有一些人向我表示他們想要寫書出版，他們都認為他們可以從事這個職業。,0.7286756038665771,2:1,aligned_ch33.jsonl,17,0.5479823350906372
"He said my office was just how I left it, but it’s not, because when I left it Sandra was dead right there,” he says, pointing at the floor, “and when I look there hard enough I can see her.",他說，他們能聽到走廊里的說話聲，有人正朝他們這兒走來。「她死在了這裏，」他說，「就在地板上。他說過寫作房和我離開時保持一樣，但不是的，因為我離開時，桑德拉就死在那裡。」他指著地板說，「我甚至還能看到她，那裡鮮血淋漓的。」,0.7417905330657959,1:4,aligned_ch12.jsonl,267,0.5483505129814148
"“Don’t say that,” he says, and he starts slapping the sides of his face, gently, not enough to hurt, not in the beginning, then just a little harder, and a little harder again.",「夠了。」他說著，抽打起自己的臉頰來，輕輕地，不疼，接著力道開始加重，再加重，「她沒有死，她沒有死。」,0.6599820852279663,1:2,aligned_ch9.jsonl,216,0.5484428405761719
"In five weeks you’ll have shaken off the dementia too, and maybe you can get a good chunk of book fourteen written before going on tour with book thirteen. You’re enough of a realist to know that even though you’re dodging the dementia bullet now, that doesn’t mean it still hasn’t got your name on it.",五個星期後，你應該已經擺脫了痴呆症的糾纏，等你再去巡迴推銷作品時就得帶上十四本書，而不是之前的十三本。,0.7070973515510559,2:1,aligned_ch9.jsonl,19,0.5522419214248657
"“That’s not one of them,” Hans says.",「這個不算。」漢斯說，「你不能跑，我也不會讓你跑的。,0.7016594409942627,1:2,aligned_ch20.jsonl,131,0.5523533821105957
“You’ve done that a few times now.”,「你已經溜出來很多次了。」,0.7902544736862183,1:1,aligned_ch18.jsonl,61,0.5528373122215271
"You must get that all the time, right? Mr. Bigshot writer?",你一定還記得的，對吧，我的大作家先生？,0.7171808481216431,2:1,aligned_ch9.jsonl,62,0.5531688332557678
"She was there every day checking on them, her husband ten years in the grave and all things considered, that made him one lucky bastard.",她的丈夫十年前進了墳墓，就各方面而言，他還算是個幸運的渾蛋。,0.676331639289856,1:1,aligned_ch34.jsonl,9,0.5532963275909424
“Three is you go out on your own terms.,「第三條就是為你自己而死。,0.708155632019043,1:1,aligned_ch20.jsonl,133,0.5533885359764099
Jerry fills his hands with layers of plastic rather than trying to scoop them under the body.,傑瑞不再從下面托著屍體了，而是抓住一層層的塑料提著。,0.6827470064163208,1:1,aligned_ch30.jsonl,72,0.554047703742981
"It’s actually the opposite. It’s not cowardly, in fact it takes incredible courage. To stare Death in the face and tell him you’re ready .",剛好相反，自殺的人並不懦弱，他需要十分強大的勇氣來直面生死的考問。,0.6587618589401245,3:1,aligned_ch25.jsonl,12,0.554534912109375
"“I don’t understand,” Jerry says.",「我不明白。」傑瑞說，「你今天為什麼幫我？」,0.7002698183059692,1:2,aligned_ch35.jsonl,85,0.5557640194892883
You told him about the conversations with Henry.,這樣的自言自語。你告訴他，你的自言自語是與亨利的對話。,0.7386227250099182,1:2,aligned_ch17.jsonl,16,0.5558647513389587
"switched on, I guess, during what I thought was an interview. I thought I was there because the police figured out what I’d done back when—”",我以為我在那兒是因為警方發現我過去做的事……」,0.7297108173370361,2:1,aligned_ch1.jsonl,72,0.5562094449996948
"“Used to be a drug house,” he says. “It was just small-time stuff, mostly just a couple of guys selling weed to partying teenagers, but the guys were informants for the police, so the police let them do their thing as long as their thing didn’t go beyond that, but of course it went beyond that because they got into some beef with another couple of guys a few blocks away, and next thing you know the average life expectancy in the neighborhood drops substantially.",漢斯說：「原先這裡是個製藥廠，生產的都是些劣貨，向幾個愛尋歡作樂的青少年賣煙草和大麻，但因為這些傢伙是警察的線人，所以警察聽任他們放縱自己，只要他們做的事情不出格。,0.7374559044837952,2:1,aligned_ch28.jsonl,35,0.5566781759262085
You could hear the pews groaning as everybody shifted to look back towards the door.,在一片稀稀落落的長凳碰撞聲中，大家都轉身看向門口。,0.6778342723846436,1:1,aligned_ch20.jsonl,41,0.5570441484451294
"“I already know where it is,” Jerry says, and he’s been thinking about it the entire drive here.",「我已經知道它在哪裡了。」傑瑞說，在開車的路上他一直在考慮這個問題，「在房子的新主人那裡，他在地板下發現了那本日記，出於某種原因，他希望保留它。」,0.6609199047088623,1:2,aligned_ch22.jsonl,77,0.5571246147155762
"Only since you started sleeping around, you said.",「只是從你開始胡亂搞以後。」你說。,0.693172812461853,1:2,aligned_ch22.jsonl,34,0.5577001571655273
"“The library, but just a little.",「只記得一點點關於圖書館的。,0.7505472898483276,1:1,aligned_ch1.jsonl,69,0.558650016784668
"He’s not the man he used to be, but he certainly hasn’t gone from crime writing to crime committing.",他已不是以往的那個他了，不會把犯罪的文字寫作變成真正的實施。,0.7329601049423218,1:1,aligned_ch19.jsonl,107,0.5595510601997375
"Jerry puts the last bit of sandwich into his mouth. He hits a piece of tomato he’d missed on his earlier pass through. He perseveres and chews on, and he thinks about who would want to frame him, and then he lets Henry Cutter think about it too.",傑瑞把最後一點兒三明治放到嘴裏，又把之前遞給漢斯的那塊番茄塞到嘴裏咀嚼著，心想誰會栽贓誣陷他。,0.7861006259918213,3:1,aligned_ch22.jsonl,92,0.5600787401199341
Or Eric—check.,哦不，是艾瑞克——檢查正確。,0.7306791543960571,1:1,aligned_ch33.jsonl,7,0.5604153871536255
"“She’s not dead, she’s not dead,” he says, and he knows that right now he must look like the very mental patient they think he’s been pretending to be, but he doesn’t care.",他說，他知道他現在必須像個非常嚴重的精神病人，他們認為他是假裝的，但他並不在乎。,0.7270739674568176,1:1,aligned_ch9.jsonl,217,0.5607054829597473
“You mean other than killing Sandra?”,「以前有沒有發生過這種事，比如你做過什麼，而自己卻忘了的？」「你的意思是說除了殺死桑德拉的其他事？」,0.7436555624008179,1:2,aligned_ch10.jsonl,176,0.5615246295928955
There are drugs to make you more comfortable— us more comfortable—and she said this journal was a good idea and asked if Sandra could read it because it might help chart the progression.,開些葯可以緩解你的不適，也可以讓我們安心。寫寫日記也是個好主意，你可以讓桑德拉也讀一讀，這樣能幫你們掌握疾病的進展情況。你說你會考慮，但你本該說不行的。,0.6863876581192017,1:3,aligned_ch4.jsonl,21,0.5642929673194885
"Sure, you’re going to forget your wife’s name, but let’s not forget what we’re calling this —it’s a journey, not a descent.",當然了，你會忘記你妻子的名字，但別忘了我們是如何定義這件事的：這不過是癲狂的雪上加霜，而非加諸一個正常人身上。,0.774931013584137,1:2,aligned_ch1.jsonl,42,0.5645123720169067
"“Maybe,” Hans says.",「可能吧。」漢斯說，「但我們今天過得很值，對吧？,0.684499979019165,1:2,aligned_ch35.jsonl,207,0.5647715330123901
"Then day forty, and here Past Jerry has no memory at all of what he’s done to Mrs. Smith’s roses, and that’s because it wasn’t Past Jerry who tore them out, but Past Henry.",你把音量開得很大，鋼筆掉到書桌下也不管。然後是第四十天，過去的傑瑞對史密斯太太的玫瑰到底做了什麼，他毫無記憶，因為，不是過去的傑瑞毀掉了玫瑰，而是過去的亨利做的。,0.7850393652915955,1:2,aligned_ch34.jsonl,47,0.5647811889648438
"With all that going on inside, of course you’re going to lose your keys. And your wallet. And your jacket. And even your car—well you didn’t lose it, not really—which is a story that had you calling This Is My Wife . . .",腦中整天塞著他們，難怪你要弄丟你的鑰匙、錢包、外套，甚至是你的車——還好你沒有真的弄丟——這些故事可以取名為「這是我的妻子……桑德拉，是這麼叫嗎」。,0.7761037349700928,4:1,aligned_ch2.jsonl,19,0.5648163557052612
"“I’m not a monster,” Jerry says, and the relief is back . . .",「我不是怪物。」傑瑞說。,0.7924495935440063,1:2,aligned_ch32.jsonl,134,0.5648876428604126
Add that and sign it and maybe then we’re done.”,補上，簽名，然後我們就齊活了。」,0.7318955063819885,1:1,aligned_ch36.jsonl,32,0.5651081800460815
"“Because there was a place in my office where I used to hide things,” he says, nodding now, the image clear.",「因為我的寫作房裡有個地方，我以前用來藏東西的。」他說著擺了擺頭，記憶更清晰了，「也許我們可以去那兒看看，日記肯定在那裡。」,0.7383267879486084,1:2,aligned_ch11.jsonl,76,0.5655478835105896
"The friendship became tenuous after his first prison visit, but Christchurch being a small place meant you would always run into him every now and then, and your relationship was based on who he used to be.",你們的友誼在他入獄之後變得很脆弱，但克萊斯特徹奇是個彈丸之地，這意味著你們常常不期而遇，但正是因為過去的漢斯，你們才會成為朋友。未來的傑瑞，我們都有過這樣的朋友：僅憑第一次會面，我們很難知道是否以後會與他成為莫逆之交。,0.7061719298362732,1:2,aligned_ch6.jsonl,22,0.5657097101211548
